Source,Sink,common_neighbors,AAprediction,exist_in_training_dataset,source_parents_count,source_non_leaf_descendants_count,source_leaf_descendans_count,sink_parent_non_leaf_descendants_count,sink_parent_leaf_descendans_count,sink_parents_count
2680868,4151115,5,0.4744013595264967,1,1235,1213.0,81104.0,5232,317286,7
1272420,3621285,2,0.2259988509706721,1,58,106.0,1974.0,16127,939940,21
3730088,732535,69,6.8077433335157895,1,181,304.0,2264.0,168975,8384387,227
969607,1383246,0,0.0,0,85,85.0,696.0,3295,396838,1
4389575,4213296,14,1.3003169178967846,1,316,366.0,1871.0,64495,3064639,81
1583364,1804265,1,0.07751681639600151,0,317,363.0,2838.0,3767,807785,2
285814,2329205,3,0.3028961556566057,1,548,594.0,35695.0,1974,97587,4
54980,3112404,0,0.0,0,36,203.0,1711.0,3754,138220,7
2314931,4130241,38,3.5681279306203773,1,587,605.0,14163.0,53996,2831955,69
2900088,1260641,4,0.3679442952985372,1,164,167.0,12531.0,6946,326699,7
3313120,197910,4,0.4607220524320622,1,41,84.0,450.0,8740,190648,11
4575620,4608319,15,1.5386391296353492,1,1485,1472.0,100038.0,12321,623172,19
4796512,3734600,2,0.16524045866817588,0,83,219.0,1724.0,1639,496181,2
3701608,3670860,51,4.866908048669972,1,513,600.0,31065.0,70305,3463412,69
4673870,2418833,45,4.3523473333161125,1,471,474.0,38239.0,55536,3150968,70
3401689,3109419,93,15.351952431492805,1,48,120.0,733.0,298648,9436595,752
4567466,2996801,100,10.247762077323793,1,719,734.0,49991.0,70761,3191207,119
2984603,4277318,75,15.109529009731721,1,3193,4383.0,101397.0,15649,177587,29
801369,4860426,40,4.212674512147896,1,246,233.0,1245.0,152578,5536309,220
4790649,3035304,87,8.800982943128778,1,985,858.0,40811.0,92340,4123500,139
1977150,4362140,1,0.11063366472317034,1,177,215.0,6350.0,10037,579075,15
1026366,1983871,4,0.4084857644567508,1,223,263.0,2482.0,18079,755580,28
3550837,4582136,119,11.823428210639713,1,931,978.0,58916.0,101899,5016631,155
4286785,4204379,35,3.3644467006582164,1,798,809.0,23766.0,41742,1825477,55
4265509,4631076,37,3.4259090505402416,1,1531,1527.0,104332.0,60219,4129683,53
3016330,775246,0,0.0,0,298,310.0,3707.0,228,50517,2
1955823,4577339,0,0.0,0,250,262.0,10100.0,3024,95598,1
2887639,2674848,27,2.505724761285704,1,468,591.0,17638.0,34447,1878253,41
4587105,983828,0,0.0,0,36,155.0,1268.0,43,2709,1
2598850,3895723,101,23.208322302816,1,29,55.0,451.0,33016,1937944,93
821120,930861,32,4.213094477445746,1,151,209.0,1378.0,136021,2241600,340
704225,527874,109,11.067062004816034,1,808,823.0,56546.0,109018,5180212,180
230446,4326541,29,3.1631965859253204,1,1446,1426.0,34002.0,64522,2033503,72
1085187,3999882,18,1.6906536479834569,1,546,741.0,39137.0,19916,1152871,23
2984603,4103546,1,0.08449373257091766,1,3193,4383.0,101397.0,8332,235201,2
2383394,1054033,0,0.0,0,358,753.0,10111.0,1131,143330,2
2386479,3017729,0,0.0,0,43,222.0,1780.0,1603,40593,2
1744579,632714,0,0.0,0,155,313.0,524.0,1665,507780,1
888120,794960,0,0.0,0,242,333.0,1485.0,364,46170,1
2763196,1993460,17,1.623352707802032,1,773,808.0,31951.0,24088,1817007,24
4772774,4820872,0,0.0,0,106,267.0,6060.0,445,64944,2
2634469,541644,147,15.598514151150804,1,1175,1208.0,11620.0,225762,8517232,372
4184015,1272905,0,0.0,0,45,55.0,1120.0,11161,1586404,12
3553485,2096269,8,0.7089870610790175,1,1252,894.0,117824.0,20546,1836230,16
1278054,986312,0,0.0,0,101,162.0,782.0,4854,552185,2
3173026,4582366,25,2.389172580106401,1,282,345.0,27737.0,22374,1387562,31
2977223,3998118,1,0.07383035914027619,0,566,583.0,30784.0,5028,756765,1
3991692,4394155,3,0.3037118036843863,1,894,967.0,27338.0,5878,82364,5
1939968,975648,4,0.3656612254932151,1,100,85.0,741.0,48656,2541580,60
2433389,628877,59,5.855699723908508,1,948,1058.0,59459.0,51667,2769100,75
1812114,3763337,189,29.113906843211595,1,835,617.0,1318.0,185682,6864449,350
4790331,389734,0,0.0,0,70,67.0,438.0,364,46170,1
4374344,2467169,0,0.0,0,237,429.0,7724.0,3006,34360,2
3983683,1633071,21,2.0361596620693816,1,506,569.0,9925.0,31121,1167822,42
470000,1081184,15,1.4629671494204182,1,140,198.0,6547.0,72013,1888446,102
4698054,1042543,61,6.052799465050021,1,94,100.0,3497.0,330422,12143031,607
2436439,4502376,75,10.317981798987878,1,182,440.0,959.0,190366,1570799,790
2809092,1563838,33,3.0758482249338615,1,1197,1170.0,58287.0,37903,2648757,41
3174668,2969049,6,0.9171651332984068,1,420,456.0,5774.0,6431,66519,25
3200364,2016217,24,2.4332394132562114,1,955,1553.0,11162.0,36024,1123569,40
3877717,3173953,1,0.10265175920306988,1,139,226.0,1270.0,4496,18293,8
691232,436829,12,1.1148538073871763,1,565,544.0,25439.0,16484,784456,19
2405212,1883516,26,2.5006188548656354,1,803,824.0,17737.0,30977,1481269,42
1886151,4256748,0,0.0,0,94,128.0,441.0,983,23294,3
1284822,3297032,28,2.9405320098646364,1,324,324.0,7408.0,37927,1807621,57
3844364,3501099,20,3.0694548103239048,1,147,278.0,618.0,100866,1196551,228
2502204,2442122,0,0.0,0,130,131.0,671.0,248,52901,1
3233131,3896431,1,0.07383035914027619,0,236,480.0,1514.0,5028,756765,1
847207,3046567,184,38.619136873664786,1,150,236.0,1306.0,105191,1779239,170
3008279,3637933,54,6.214190177978827,1,740,748.0,19858.0,16254,500079,58
2288696,2638301,114,16.587822755682744,1,770,774.0,4719.0,58182,398022,162
2393937,1481094,1,0.11485029519556016,1,163,234.0,24205.0,386,30059,2
1709040,842144,4,0.3980220062859565,1,640,690.0,34589.0,4108,233954,6
4795474,2459663,2,0.1630999276948676,0,57,91.0,532.0,4400,514138,2
680757,2612896,4,0.4004365266164655,1,15,109.0,544.0,124041,5988135,169
12151,1542250,6,0.6035022412122899,1,39,193.0,1547.0,24246,1247804,34
3247133,4309470,51,4.868058775331552,1,1411,1488.0,109835.0,61004,3589710,58
3019976,1216529,0,0.0,0,124,324.0,796.0,1488,109835,1
3698148,2003130,45,4.1443660342092645,1,281,266.0,6520.0,110256,6099516,122
17245,1740518,1,0.0869665463411627,1,138,603.0,2478.0,5555,113214,10
809196,4801138,56,5.2904403129570605,1,387,436.0,30809.0,66641,3748781,92
745007,3883016,4,0.369167728533996,1,1590,1639.0,94795.0,6071,790247,5
2809092,4272665,51,5.197199269478592,1,1197,1170.0,58287.0,67573,2393250,109
1839402,4240634,39,3.791866002539,1,387,409.0,18661.0,59902,2285516,56
381487,2337936,42,4.071211968621652,1,668,835.0,36803.0,58408,3009487,57
1898377,3124024,14,1.5408106706702025,1,389,397.0,520.0,26852,359498,48
4082872,1361784,24,2.2936922864125204,1,722,778.0,52590.0,23199,1432561,31
3566301,2498732,1,0.07383035914027619,0,70,130.0,431.0,5028,756765,1
3936352,1693671,71,7.2122720360754835,1,380,403.0,18966.0,85012,3447292,150
527669,4808852,33,4.083865597051883,1,183,239.0,1204.0,85353,1240917,261
2720575,1716407,49,4.5776649044285,1,98,118.0,2602.0,134038,5953650,221
3378280,3465884,10,1.292848958914492,1,1064,1197.0,38818.0,24700,1877160,34
2120801,215010,3,0.3730099045908917,1,3424,3949.0,133804.0,6978,202382,8
4043972,838503,12,1.3696265628567919,1,151,172.0,2553.0,10468,137216,14
1524516,4713058,0,0.0,0,238,264.0,619.0,253,3195,1
2557232,355725,12,1.1491934722482682,1,568,574.0,12339.0,24023,925626,32
1246265,3624833,0,0.0,0,92,108.0,523.0,6823,1130821,7
4811622,855178,31,2.9012070469946414,1,302,547.0,8782.0,30875,1896462,41
2314931,32476,47,4.4094528571397005,1,587,605.0,14163.0,64876,3550659,78
3695414,686013,0,0.0,0,94,202.0,345.0,472,410947,1
1133307,390664,12,1.180793179010209,1,146,192.0,1920.0,73929,3690345,122
3671045,499114,59,5.810643305318372,1,889,1175.0,28973.0,86247,4767690,83
381487,4570546,219,23.609483491666108,1,668,835.0,36803.0,236499,7902948,393
4275718,23233,1,0.1008736833410632,1,746,754.0,31563.0,3213,83375,5
4653139,3729376,0,0.0,0,170,239.0,425.0,3295,396838,1
2991814,2878942,72,6.968287958630271,1,522,667.0,27379.0,99627,4917143,111
323589,1049150,272,41.781493162989456,1,254,474.0,1674.0,176945,2773317,342
3563279,3965639,423,47.67155812066418,1,736,799.0,19723.0,481451,12930560,1153
2726331,3589821,10,0.9459668057704896,1,1360,1428.0,115349.0,8840,579990,12
2167167,1120078,0,0.0,0,333,112.0,4117.0,121,242,1
3126541,3169235,2,0.27352174690982645,1,1249,1389.0,60276.0,4070,132923,10
2785878,176456,0,0.0,0,34,97.0,1089.0,2988,166670,2
1384275,946528,13,1.6777904699921016,1,337,256.0,11090.0,24140,737219,24
923082,367515,6,0.6016909868273445,1,53,96.0,1899.0,23665,1075732,43
2095057,187615,0,0.0,0,70,131.0,661.0,848,97704,1
4306404,1177189,298,31.703628206656283,1,807,884.0,84232.0,244849,9984141,461
1164411,3072801,0,0.0,0,129,302.0,430.0,1979,387951,2
2549365,78640,34,4.4086137158488325,1,1283,1279.0,7135.0,24728,167626,48
3978620,3589363,27,2.5052958988293748,1,976,1029.0,50752.0,37518,3223759,32
3247133,1417402,99,9.459280781302274,1,1411,1488.0,109835.0,112168,7237697,115
110612,4406735,2,0.1609623402560726,0,490,533.0,4034.0,6667,851560,2
2984603,576659,127,13.576029142339307,1,3193,4383.0,101397.0,130019,5801985,158
888120,3220532,0,0.0,0,242,333.0,1485.0,269,8468,1
126673,1991086,64,6.037734401480478,1,523,540.0,29223.0,75779,3849634,79
2552563,1809322,15,1.77942336904083,1,245,319.0,1132.0,36173,588319,73
2468519,2961041,1,0.12230333982678834,1,208,242.0,987.0,849,3906,2
838809,527669,340,56.122288906549215,1,719,719.0,10711.0,123918,2803635,183
2939315,4347512,20,1.866580613807104,1,991,1068.0,67820.0,20271,1205357,21
4207066,497552,19,1.72533138949952,1,82,90.0,4314.0,41603,2206267,56
4761107,1591342,71,6.758310346121273,1,810,877.0,71047.0,67970,3892656,89
4678822,2406354,21,3.016723603885333,1,310,666.0,3580.0,6453,37480,26
544183,3695336,7,1.1494445528397652,1,81,52.0,476.0,32055,554148,50
3577843,3737588,83,7.8830779877824435,1,1036,1148.0,63415.0,84693,5635377,91
1443500,3055035,19,2.421844410044936,1,183,331.0,450.0,26475,659050,46
3770980,4797572,13,1.1950452260697473,1,183,166.0,1677.0,49067,1930298,53
1155354,741186,47,4.296372111054292,1,1071,1064.0,74187.0,65953,4116199,51
4204052,4836557,66,6.405206537056722,1,1010,1034.0,92353.0,74606,4082442,74
4217908,4012491,2,0.1513471755362777,1,217,2013.0,26970.0,18737,1391604,13
3279714,824730,121,12.2003610003056,1,554,562.0,8915.0,190365,8378120,308
2872865,3580268,6,0.5799153161728164,1,248,255.0,6741.0,26782,1174063,43
3247133,2578346,75,7.65901762064425,1,1411,1488.0,109835.0,92289,3387114,98
558917,4729977,0,0.0,0,100,127.0,3950.0,1559,155347,1
3303132,602022,53,4.919481463008122,1,449,455.0,34969.0,102213,5635346,98
2957672,2657839,105,15.931020949938262,1,167,684.0,1294.0,133235,2541418,327
1638122,3025206,5,0.4662291325956678,1,2152,3452.0,56632.0,13820,1100526,7
2037264,1671140,5,0.5007522384458839,1,253,273.0,6390.0,14408,316568,9
714035,3050214,67,6.868243977601027,1,1483,1663.0,100299.0,81380,2605913,86
1992736,622762,17,2.4451850126074963,1,85,368.0,753.0,51542,365036,206
2309487,1468037,64,6.577310417157421,1,1608,1535.0,102636.0,86400,4201606,97
543159,2913647,9,0.9697647881763534,1,93,158.0,1067.0,15616,522143,16
2610697,1685016,23,2.2536620875630238,1,452,600.0,19510.0,21278,1113453,31
1451581,3137736,32,3.1179356648397945,1,285,333.0,1277.0,119480,4882954,133
849215,1977748,5,0.6579791510418591,1,3,218.0,293.0,8696,775711,25
3694560,3415037,96,9.413976360370626,1,336,345.0,8782.0,155313,7747186,207
4527253,734274,39,3.7587299810803865,1,125,234.0,1521.0,94553,4401163,102
1382058,2364863,7,0.7868096321826277,1,200,210.0,5736.0,6126,212697,14
1341632,4255603,6,0.5634863566973758,1,1507,1134.0,32959.0,23699,2846788,22
2167353,1822280,0,0.0,0,44,148.0,874.0,140,49244,1
504324,4086805,3,0.3380909856426324,1,133,164.0,1214.0,5082,116575,19
4265509,1310610,33,3.141226820650927,1,1531,1527.0,104332.0,45772,2886687,41
907342,4460210,7,0.7281498487058011,1,802,789.0,31828.0,12921,256728,11
3133826,3661411,14,1.245933354914615,1,717,757.0,72891.0,23062,1786821,20
2656216,1284581,0,0.0,0,114,106.0,1059.0,1520,369384,1
1378653,4376337,15,1.3584758062025766,1,206,369.0,2826.0,31626,1676023,44
2207746,460893,0,0.0,0,49,109.0,426.0,386,46774,1
506389,2382054,22,2.037539158138169,1,433,679.0,34344.0,51814,2685084,36
4761107,4646323,17,1.63081514358629,1,810,877.0,71047.0,12194,735145,22
3292176,3171949,1,0.11641346184238305,1,152,154.0,1096.0,486,9781,3
3465568,1173827,6,0.6831377481337624,1,1608,1699.0,77087.0,6626,278452,13
3602943,1511009,3,0.3335578873196523,1,22,71.0,1683.0,15818,1283932,19
975757,2275014,0,0.0,0,341,270.0,533.0,153,3895,1
1334810,3365900,25,2.4290487798358726,1,463,462.0,25853.0,27397,1337534,49
1364265,3126185,25,2.8895217935628015,1,517,795.0,1009.0,25473,388606,53
3807533,1311163,93,12.424267347586305,1,169,267.0,1461.0,311099,4463581,904
1745544,3252639,0,0.0,0,33,37.0,956.0,667,27379,1
1288900,1159087,2,0.15361129482611352,1,101,90.0,2177.0,34900,1836841,35
3200364,1321284,2,0.17365878863412645,0,955,1553.0,11162.0,1657,201642,2
2740141,1125107,38,3.838760566944144,1,4637,3510.0,82403.0,46323,2323570,45
1638122,1277752,22,2.1706042749341594,1,2152,3452.0,56632.0,39376,1615110,25
2020689,669285,0,0.0,0,299,388.0,988.0,858,40811,1
2746983,2412560,1,0.07609447843011201,0,819,808.0,19995.0,1819,513376,2
4211123,2787886,0,0.0,0,59,58.0,1435.0,472,410947,1
2989221,4224769,3,0.3868010595003073,1,919,806.0,34782.0,1756,40888,4
2929934,244813,1,0.07383035914027619,0,325,604.0,2184.0,5500,1167712,2
930661,480290,0,0.0,0,35,220.0,299.0,49,99,1
3922542,2952495,1,0.08554595886670417,0,97,217.0,949.0,66541,3307086,85
1418409,4550910,79,10.70583535220868,1,120,264.0,765.0,85796,2701108,113
754927,3566764,1,0.14277608404589612,1,313,579.0,2767.0,720,3722,2
4333556,3983014,82,8.535367705578325,1,1196,1241.0,76113.0,103908,4202750,123
2317015,1223324,1,0.07609447843011201,0,261,197.0,3458.0,1707,509502,2
2958285,2934619,0,0.0,0,17,20.0,809.0,4308,33511,3
3887037,1070709,1,0.18288021239510488,0,214,363.0,4720.0,1871,31059,16
395117,3673789,59,6.954240915024145,1,99,131.0,3852.0,21348,1231539,64
759828,1161982,18,1.6416000132279431,1,672,556.0,46805.0,23966,1619713,33
3166930,861275,3,0.3400043420565657,1,210,414.0,792.0,7083,328618,10
4082872,3327533,30,2.9652439116348104,1,722,778.0,52590.0,28489,1402990,49
2120801,4295331,65,6.082980108597886,1,3424,3949.0,133804.0,89121,5249723,82
4401601,2294817,0,0.0,0,134,136.0,407.0,472,410947,1
3078108,4839069,57,5.6245355147055225,1,314,664.0,4920.0,175101,7411515,237
281258,3136857,0,0.0,0,35,51.0,1269.0,874,270651,1
2887639,4215588,21,1.8528549662477118,1,468,591.0,17638.0,27539,3044846,26
4625985,669748,1,0.09488394331945674,0,289,288.0,1850.0,900,38567,2
915171,155515,0,0.0,0,93,229.0,1492.0,265,2370,2
4208704,4679263,1687,362.6984496586125,1,1681,1888.0,23662.0,197399,5294182,495
2452371,1328514,23,2.2016880541820294,1,925,763.0,83818.0,57995,3168737,58
4208543,301372,5,0.5231884628288633,1,312,510.0,3934.0,11897,313788,9
2391343,1728551,89,9.490004571586363,1,152,150.0,6784.0,167955,6587086,295
4122558,2937751,5,0.4428372267056551,1,116,142.0,2325.0,33580,1580026,25
1909257,627088,0,0.0,0,89,101.0,552.0,1520,369384,1
155468,4683058,0,0.0,0,148,139.0,513.0,978,37001,2
2617132,2782351,7,0.6639806026557976,1,299,287.0,11286.0,21301,1797710,30
680757,1936425,1,0.1484609054757684,1,15,109.0,544.0,25753,1120978,76
3717996,1877012,7,0.6383295603691899,1,285,447.0,4706.0,14413,944984,18
714035,376596,5,0.4374635708263236,1,1483,1663.0,100299.0,6620,903805,6
1181294,2446971,40,3.827715832140408,1,429,431.0,3031.0,100654,3948338,116
1909985,893444,25,2.6396916809232627,1,1630,1622.0,87838.0,38661,1659482,52
537629,1499315,22,2.721827853529824,1,703,697.0,21398.0,11905,212435,34
1284822,17590,30,2.9291818131902656,1,324,324.0,7408.0,47580,2212609,78
4637516,4414353,11,0.981456824879764,1,1144,1143.0,67657.0,14856,930808,12
1805144,694282,35,3.3744352699693314,1,422,561.0,4509.0,88691,4416391,75
1858109,430783,15,1.458307276085436,1,262,377.0,7165.0,43813,2269582,52
241000,235326,0,0.0,0,61,127.0,2501.0,612,460191,2
1833422,71337,4,0.5620270470307325,1,194,335.0,1929.0,7493,138288,38
2805661,3663699,46,4.728665672524664,1,249,251.0,3686.0,165221,6316338,315
447443,1590756,210,30.38392318154469,1,66,657.0,421.0,214922,2127034,602
183589,2830037,0,0.0,0,174,189.0,4071.0,2505,531162,2
662250,4394459,94,13.591847803097075,1,253,175.0,355.0,206595,5768410,387
4790649,3065157,32,2.912443797656808,1,985,858.0,40811.0,36081,2802185,39
2060695,1119004,19,1.7909915837494523,1,445,513.0,14052.0,27615,2503650,36
1948200,1274426,3,0.31402237891594365,1,256,309.0,6238.0,2284,99649,4
3004880,662561,70,8.059837017152487,1,97,156.0,4102.0,59658,2387260,126
714035,4804084,22,2.065408896131067,1,1483,1663.0,100299.0,28213,1702669,24
2513909,296495,1,0.09695179260060906,0,289,248.0,1057.0,64059,3825835,75
3816665,3423932,1,0.08554460979176402,1,450,848.0,97704.0,1742,215528,2
4294721,2801707,20,2.401269535796052,1,234,283.0,2661.0,59545,1687865,84
728797,1116041,0,0.0,0,172,209.0,1195.0,1112,3463,12
714035,3213781,14,1.3719949697981246,1,1483,1663.0,100299.0,20733,754201,24
4567466,4608670,71,7.057818691279322,1,719,734.0,49991.0,89477,4408606,124
169009,273872,0,0.0,0,47,86.0,489.0,5432,1315565,3
3724828,3960142,1,0.09469142021579574,0,199,427.0,1558.0,7378,377302,12
2984603,3738825,10,1.1969427652407298,1,3193,4383.0,101397.0,14692,340155,12
1250352,3450789,15,2.054144691966756,1,22,31.0,847.0,53728,1609857,59
943306,2163781,32,2.8982316421752765,1,410,410.0,21832.0,59377,2893214,69
262985,4112316,14,1.2581782067949527,1,1514,1638.0,117668.0,16181,1508575,16
1167266,2067740,0,0.0,0,142,497.0,1500.0,472,410947,1
3097604,1074294,17,1.5952443613951366,1,481,526.0,43510.0,18217,1182043,25
118419,1496499,18,2.255162345426931,1,244,254.0,1439.0,11842,124875,26
3227840,4719834,201,21.08961426560004,1,1130,1177.0,67212.0,156645,6076225,278
3456296,4787099,0,0.0,0,228,292.0,1367.0,931,106983,1
3527454,1884750,5,0.5733259094115295,1,143,203.0,5731.0,9548,339358,33
2812942,3250602,7,0.9008654764158712,1,218,424.0,1539.0,8125,73056,14
1660431,4256930,60,5.907337098873272,1,2014,2394.0,40457.0,85739,5401191,84
3292176,4600134,79,15.450746166284912,1,152,154.0,1096.0,19558,177668,102
3550837,3847671,31,3.018632876655221,1,931,978.0,58916.0,35536,1844338,39
689629,3799459,10,1.0356120444645016,1,601,1728.0,17817.0,14264,518423,14
3657697,1491296,62,9.794029506634605,1,401,536.0,1456.0,37229,445696,86
1146906,197658,32,4.717684085867806,1,419,437.0,788.0,26030,995670,33
2680868,3558174,1,0.1101127858211357,0,1235,1213.0,81104.0,143,8646,1
3872413,1791701,21,2.0274024386432266,1,191,178.0,5963.0,44430,2896342,40
2726331,4262029,21,1.970947934052835,1,1360,1428.0,115349.0,28685,1336250,25
4322531,3304465,0,0.0,0,86,213.0,1833.0,472,410947,1
1204618,1641950,13,1.2620534575147124,1,217,262.0,1917.0,23980,1188460,28
2090502,1928930,0,0.0,0,77,141.0,451.0,102,6052,1
2740141,1047543,20,2.140977318475377,1,4637,3510.0,82403.0,33468,2707733,28
2956481,2567027,2,0.1941641992340952,1,1350,1282.0,59950.0,9610,609061,6
2930986,4710426,66,12.228400554066374,1,1882,1167.0,85234.0,30492,761356,53
2382233,1754291,12,1.268964244391232,1,104,244.0,1673.0,45504,2187922,88
4082872,3360071,48,4.453306940180607,1,722,778.0,52590.0,65487,4098999,63
745007,4746119,51,4.767071968901156,1,1590,1639.0,94795.0,57479,3107593,55
2680296,3776423,122,13.392956143521126,1,663,539.0,1827.0,247188,9005929,437
3169725,3399461,78,7.4646302995928595,1,351,371.0,8648.0,99642,4479680,122
457555,3713379,50,4.860282040292118,1,1211,1293.0,49856.0,69962,3872806,96
1660431,1228771,9,1.1447924616875391,1,2014,2394.0,40457.0,10349,236269,10
2433389,1921487,4,0.4302270141557333,1,948,1058.0,59459.0,3645,145098,6
3109419,3976102,7,0.6675438652095973,1,752,714.0,48230.0,14830,1087863,26
241370,3662485,0,0.0,0,196,394.0,575.0,6823,238262,3
261387,4598134,23,2.09038191570864,1,396,343.0,23092.0,56413,3688894,48
1828278,4153433,0,0.0,0,35,34.0,1065.0,364,46170,1
4058550,2051046,20,2.4144522430554662,1,860,876.0,8949.0,22659,375699,50
3099248,1426175,124,12.342841376839257,1,577,649.0,23032.0,163020,7483225,206
2300301,2860296,0,0.0,0,358,280.0,1679.0,72,3406,1
316192,1746316,0,0.0,0,70,80.0,694.0,364,46170,1
2887639,4203515,17,1.5282048291893309,1,468,591.0,17638.0,24322,1584911,25
4572097,587594,1,0.08627860733702925,0,105,144.0,1774.0,931,106983,1
3104940,2938712,59,6.196391239436388,1,1051,1446.0,41145.0,121308,6160541,129
3701608,4757495,32,2.8752005350903627,1,513,600.0,31065.0,49796,3657940,37
3414101,3198100,44,4.9627742623436175,1,146,190.0,357.0,322484,9792751,617
3691952,3677918,56,5.268935877997184,1,873,931.0,106983.0,94290,4546472,92
1472027,887524,52,5.204899785727698,1,341,366.0,28144.0,51687,2481691,75
759828,4766817,4,0.38535696346757264,1,672,556.0,46805.0,14507,1755823,12
4373891,85624,0,0.0,0,58,165.0,784.0,9411,858162,2
2589603,4773498,0,0.0,0,55,77.0,426.0,696,42448,3
541055,221070,308,63.33792788792615,1,86,107.0,2313.0,107063,2507224,195
4313642,486831,7,0.9281347052128872,1,46,134.0,596.0,22004,510006,25
2468519,4381501,4,0.6382820778591023,1,208,242.0,987.0,1216,3562,5
3775035,1810237,2,0.3711990692248335,1,24,224.0,1762.0,7237,869495,11
2957222,3421132,5,0.5548900743079241,1,554,610.0,14575.0,13946,320376,22
4208704,3818079,24,2.593429071436108,1,1681,1888.0,23662.0,51785,928179,67
2639405,1315189,0,0.0,0,191,254.0,520.0,311,1431,1
2765036,2624010,1,0.07751681639600151,0,168,245.0,389.0,3295,396838,1
4651690,275353,0,0.0,0,102,209.0,832.0,3295,396838,1
2695621,2080274,102,9.961056798400039,1,656,719.0,60669.0,113026,4860975,129
2808502,4122183,31,3.6280461057730715,1,1181,2253.0,24249.0,28876,1425789,40
1699324,3361016,99,9.931589965229406,1,1591,2332.0,26642.0,123684,4855233,145
311459,3486393,0,0.0,0,201,254.0,1623.0,8052,852363,2
696425,3740567,127,24.37191807744156,1,93,148.0,712.0,197070,6322815,318
1965302,2629343,28,3.3125397132128036,1,402,466.0,23217.0,20517,750627,38
2432709,2203268,0,0.0,0,143,325.0,1490.0,5169,769358,2
3976159,1561241,1,0.08787672930771424,0,129,180.0,3676.0,12021,314025,8
848620,81627,41,4.1341322064284665,1,2084,2075.0,12499.0,111798,3918409,156
4696690,2625756,36,4.060308420715814,1,440,395.0,2538.0,81009,3383841,99
1943868,1022032,4,0.4458032284441441,1,178,409.0,1601.0,28315,879607,44
3610552,93670,7,0.7210021288492567,1,910,957.0,9519.0,10804,338714,12
4265509,394607,9,0.8130660011835443,1,1531,1527.0,104332.0,14439,846371,11
216902,232804,17,1.6798773262280342,1,999,985.0,65501.0,14177,871933,28
2586207,4322106,32,3.0171201741378253,1,116,211.0,2612.0,122588,5127735,214
4718025,834110,2,0.1712281361329166,1,103,282.0,1709.0,10124,472803,12
3763337,3757526,25,2.4136269046838668,1,350,493.0,15823.0,45850,2264964,53
2845752,3035777,1,0.07383035914027619,0,101,200.0,706.0,5246,757586,2
1909985,2882231,10,0.8688298364739812,1,1630,1622.0,87838.0,18642,1737627,12
2273355,3409927,27,2.4760740085257136,1,537,584.0,11145.0,68615,3627509,71
4751007,1179519,2,0.1986051950245236,1,184,260.0,6144.0,5864,160033,16
3189286,2664134,1,0.09285685948175362,1,24,97.0,1115.0,1477,65224,4
1601895,2595068,10,1.0886617706687285,1,951,1034.0,44849.0,20685,685114,31
241370,4765339,0,0.0,0,196,394.0,575.0,137,64,3
3076480,4461281,1,0.14547150488328436,1,75,99.0,1794.0,5220,759751,4
2421941,3006272,9,0.8226702263462465,1,41,38.0,2230.0,55622,3220331,60
3327964,1551268,2,0.18171459044174496,1,485,516.0,18448.0,2590,143624,4
2387703,3125061,48,5.030892238547816,1,907,1999.0,31397.0,54598,2812190,62
3019604,4448546,9,0.8500728705865792,1,344,245.0,9480.0,29963,2443590,36
273571,824544,4,0.4285418600123992,1,451,571.0,15759.0,4359,140295,11
3487024,2669971,11,1.2662130744934077,1,2035,1228.0,61581.0,13189,330546,25
2460721,2792824,6,0.5416532088182877,1,1444,1478.0,46922.0,11882,1513670,8
2930986,3093572,47,4.954393198404807,1,1882,1167.0,85234.0,85131,5805609,122
764964,2401428,33,4.81305986533167,1,32,141.0,482.0,39757,1073136,163
2882833,3472712,41,4.9992335856059285,1,191,250.0,708.0,77111,2707000,105
862308,1073373,1,0.11368170445597794,1,286,285.0,17087.0,5776,173736,6
3032217,4703890,11,1.2317274252007104,1,751,780.0,8489.0,18297,319895,26
2460721,919587,23,2.063240046826539,1,1444,1478.0,46922.0,34526,2655531,28
2757027,1326489,13,1.2326561910282094,1,1068,1114.0,67656.0,19439,1003461,22
3553485,2825235,3,0.3254456024311427,1,1252,894.0,117824.0,18201,819164,28
2316167,3883024,15,1.9541749609066483,1,110,221.0,466.0,177532,1814079,862
2433389,2407176,24,2.3914677822588253,1,948,1058.0,59459.0,17424,1015610,39
2865811,4755669,0,0.0,0,237,3677.0,13450.0,267,6060,1
4264006,3589147,58,5.838524161963386,1,461,564.0,28045.0,111501,5387293,129
1638122,1318280,66,7.146501600114123,1,2152,3452.0,56632.0,64615,2950181,81
4575620,3361898,18,1.689400144677377,1,1485,1472.0,100038.0,19212,1529683,21
4585029,2509087,1,0.07383035914027619,0,75,142.0,441.0,5500,1167712,2
3064302,4221903,92,10.297488736254085,1,145,186.0,4730.0,64192,3565362,135
3105068,1549683,0,0.0,0,12,17.0,1909.0,519,20267,1
262985,244571,18,1.6880736362390698,1,1514,1638.0,117668.0,25306,1423569,24
3824346,4132876,85,8.47553506143747,1,602,612.0,37930.0,130819,4708935,177
2271524,1688307,6,0.6067756819951367,1,792,823.0,42084.0,7568,347763,9
1988566,1273699,5,0.6434030908983771,1,930,3323.0,13648.0,5758,64011,10
1638122,420768,101,11.026875101085752,1,2152,3452.0,56632.0,117082,4066238,137
2619379,1180099,66,6.094485666002232,1,2664,2795.0,82986.0,81622,4559887,85
